db_id,institution_code,collection_code,specimen_id,authority,taxonomy_notes,morphospecies,species,subgenus,genus,subtribe,tribe,subfamily,family,superfamily,infraorder,suborder,order,class,ncbi_may_edit,ncbi_search_success,ncbi_species,ncbi_id_rank,ncbi_taxid,variant_status,chimera_notes,traptype,dev_stage,site,locality,subregion,country,latitude,longitude,size,feeding_behaviour,habitat,habitat_stratum,authors,library,datasubmitter,projectname,genbank_accession,notes,contigname
GBDL00643,BMNH,,1040479,,,,Eumolpinae sp. 2 ACP-2013,,,,,Eumolpinae,Chrysomelidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Eumolpinae sp. 2 ACP-2013,species,1434507,,,Canopy Fogging,,,Danum Valley,Sabah,Malaysia,,,,,,,A Crampton Platt,,G Prakash,Soup to Tree,MH908178,,MH908178
GBDL00644,BMNH,,838098,,,,Platydema sp. PLA01,,Platydema,,,Diaperinae,Tenebrionidae,Tenebrionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Platydema sp. PLA01,species,1205640,,,,,,,,South Africa,,,,,,,MJTN Timmermans,,MJTN Timmermans,Mitogenomics Coleoptera,JX412842,,JX412842
GBDL00645,,,,,,,Chrysomeloidea sp. 4 KM-2017,,,,,,,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Chrysomeloidea sp. 4 KM-2017,species,2219298,,,Field trap,,,Barro Colorado Island,,Panama,,,,,,,K Miller,,B Linard and M Motyka and M Bocek,Panama Canopy,MG193376,,MG193376
GBDL00646,,,,,,,Dynodorcus curvidens hopei,,Dynodorcus,,,Lucaninae,Lucanidae,Scarabaeoidea,Scarabaeiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Dynodorcus curvidens,species,618762,,,,,,,,,,,,,,,,,,,MF612067,,MF612067
GBDL00647,,,,,,,Lachnaia cylindrica,,Lachnaia,,,Clytrinae,Chrysomelidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Lachnaia cylindrica,species,1425576,,,,,,,,Spain,,,,,,,C Gomez Rodriguez,,C Gomez Rodriguez,Spanish Chrysomelidae,KX943427,,KX943427
GBDL00648,,,,,,,Epuraea guttata,,Epuraea,,,Carpophilinae,Nitidulidae,Cucujoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Epuraea guttata,species,1903846,,,,,,,,,,,,,,,A. Hunter and J Moriniere,,Tang Pu,German Barcoding,KX087289,,KX087289
GBDL00649,,,,,,,Psylliodes laevicollis,,Psylliodes,,Alticini,Galerucinae,Chrysomelidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Psylliodes laevicollis,species,1425599,,,,,,,,Spain,,,,,,,C Gomez Rodriguez,,C Gomez Rodriguez,Spanish Chrysomelidae,KX943451,,KX943451
GBDL00650,,,,,,,Silvanidae sp. KM-2017,,,,,,Silvanidae,Cucujoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Silvanidae sp. KM-2017,species,2219447,,,Field trap,,,Barro Colorado Island,,Panama,,,,,,,K Miller,,B Linard and M Motyka and M Bocek,Panama Canopy,MG193409,,MG193409
GBDL00651,,,,,,,Stylosomus rugithorax,,Stylosomus,,,Cryptocephalinae,Chrysomelidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Stylosomus rugithorax,species,1425630,,,,,,,,Spain,,,,,,,C Gomez Rodriguez,,C Gomez Rodriguez,Spanish Chrysomelidae,KX943428,,KX943428
GBDL00652,,,,,,,Curculionoidea sp. 24 KM-2017,,,,,,,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Curculionoidea sp. 24 KM-2017,species,2219408,,,Field trap,,,Barro Colorado Island,,Panama,,,,,,,K Miller,,B Linard and M Motyka and M Bocek,Panama Canopy,MG193534,,MG193534
GBDL00653,,,CG341,,,,Leptopius sp. CG341,,Leptopius,,Leptopiini,Entiminae,Curculionidae,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Leptopius sp. CG341,species,2480562,,,,,,,,Australia,,,,,,,C Gillett,,G Prakash,Weevil Tree from Bulk,MH404154,,MH404154
GBDL00654,,,,,,,Cryptocephalus cynarae,,Cryptocephalus,,,Cryptocephalinae,Chrysomelidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Cryptocephalus cynarae,species,1091364,,,,,,,,Spain,,,,,,,C Gomez Rodriguez,,C Gomez Rodriguez,Spanish Chrysomelidae,KX943434,,KX943434
GBDL00655,,,,,,,Curculionidae sp. 3 AH-2016,,,,,,Curculionidae,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Curculionidae sp. 3 AH-2016,species,1903829,,,,,,,,,,,,,,,A. Hunter and J Moriniere,,Tang Pu,German Barcoding,KX087272,,KX087272
GBDL00656,,,,,,,Linaeidea aenea,,Linaeidea,,Chrysomelini,Chrysomelinae,Chrysomelidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Linaeidea aenea,species,153779,,,,,,,,Spain,,,,,,,C Gomez Rodriguez,,C Gomez Rodriguez,Spanish Chrysomelidae,KX943416,,KX943416
GBDL00657,,,,,,,Lactica sp. BMNH 846625,,Lactica,,Alticini,Galerucinae,Chrysomelidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Lactica sp. BMNH 846625,species,1391870,,,,,,,,,,,,,,,T Breeschoten,,R Nie,Phylogeny Chrysomelidae,MF960122,,MF960122
GBDL00658,,,,,,,Pyrearinus termitilluminans,,Pyrearinus,,,Agrypninae,Elateridae,Elateroidea,Elateriformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Pyrearinus termitilluminans,species,109589,unconsidered species duplicate,,,,,,,,,,,,,,,,,,NC_030059,,NC_030059
GBDL00659,BMNH,,1040456,,,,Ptilodactylidae sp. 3 ACP-2013,,,,,,Ptilodactylidae,Dryopoidea,Elateriformia,Polyphaga,Coleoptera,Insecta,FALSE,TRUE,Ptilodactylidae sp. 3 ACP-2013,species,1434564,,,Canopy Fogging,,,Danum Valley,Sabah,Malaysia,,,,,,,A Crampton Platt,,G Prakash,Soup to Tree,MH836604,,MH836604
GBDL00660,,,,,,,Psylliodes affinis,,Psylliodes,,Alticini,Galerucinae,Chrysomelidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Psylliodes affinis,species,346834,,,,,,,,Spain,,,,,,,C Gomez Rodriguez,,C Gomez Rodriguez,Spanish Chrysomelidae,KX943355,,KX943355
GBDL00661,,,,,,,Trapezodirus sp. 1 EF-2015,,Trapezodirus,,,Cholevinae,Leiodidae,Staphylinoidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Trapezodirus sp. 1 EF-2015,species,1756866,,,,,,,,,,,,,,,E Favreau,,B Linard,Staphylinidae,KT780700,,KT780700
GBDL00662,,,,,,,Clytra espanoli,,Clytra,,,Clytrinae,Chrysomelidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Clytra espanoli,species,1425547,,,,,,,,Spain,,,,,,,C Gomez Rodriguez,,C Gomez Rodriguez,Spanish Chrysomelidae,KX943426,,KX943426
GBDL00663,,,,,,,Elateroidea sp. AH-2016,,,,,,,Elateroidea,Elateriformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Elateroidea sp. AH-2016,species,1903845,,,,,,,,,,,,,,,A. Hunter and J Moriniere,,Tang Pu,German Barcoding,KX087287,,KX087287
GBDL00665,,,,,,,Hycleus phaleratus,,Hycleus,,,Meloinae,Meloidae,Tenebrionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Hycleus phaleratus,species,1248972,unconsidered species duplicate,,,,,,,,,,,,,,,,,,NC_036045,,NC_036045
GBDL00666,,,,,,,Hecataeus sp. BMNH 704468,,Hecataeus,,Metacyclini,Galerucinae,Chrysomelidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Hecataeus sp. BMNH 704468,species,1391868,,,,,,,,,,,,,,,T Breeschoten,,R Nie,Phylogeny Chrysomelidae,MF979913,,MF979913
GBDL00667,,,,,,,Cleroidea sp. 6 KM-2017,,,,,,,Cleroidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Cleroidea sp. 6 KM-2017,species,2219311,,,Field trap,,,Barro Colorado Island,,Panama,,,,,,,K Miller,,B Linard and M Motyka and M Bocek,Panama Canopy,MG193533,,MG193533
GBDL00668,,,,,,,Coleoptera sp. ctg053 ACP-2013,,,,,,,,,,Coleoptera,Insecta,,TRUE,Coleoptera sp. ctg053 ACP-2013,species,2480639,,,Canopy Fogging,,,Danum Valley,Sabah,Malaysia,,,,,,,A Crampton Platt,,G Prakash,Soup to Tree,MH882498,,MH882498
GBDL00669,,,,,,,Bostrichoidea sp. 7 KM-2017,,,,,,,Bostrichoidea,Bostrichiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Bostrichoidea sp. 7 KM-2017,species,2219281,,,Field trap,,,Barro Colorado Island,,Panama,,,,,,,K Miller,,B Linard and M Motyka and M Bocek,Panama Canopy,MG193386,,MG193386
GBDL00670,BMNH,,1040644,,,,Cleridae sp. 1 ACP-2013,,,,,,Cleridae,Cleroidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Cleridae sp. 1 ACP-2013,species,1434446,representative conspecific,,Canopy Fogging,,,Danum Valley,Sabah,Malaysia,,,,,,,A Crampton Platt,,G Prakash,Soup to Tree,MH789728,,MH789728
GBDL00671,BMNH,,1040564,,,,Ptilodactylidae sp. 2 ACP-2013,,,,,,Ptilodactylidae,Dryopoidea,Elateriformia,Polyphaga,Coleoptera,Insecta,FALSE,TRUE,Ptilodactylidae sp. 2 ACP-2013,species,1434563,unconsidered species duplicate,,Canopy Fogging,,,Danum Valley,Sabah,Malaysia,,,,,,,A Crampton Platt,,G Prakash,Soup to Tree,MH789727,,MH789727
GBDL00672,,,,,,,Luciola cruciata,,Luciola,,,Luciolinae,Lampyridae,Elateroidea,Elateriformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Luciola cruciata,species,7051,unconsidered species duplicate,,,,Miwa,Iwaki,Fukushima,Japan,,,,,,,,,,,NC_022472,,NC_022472
GBDL00673,,,,,,,Halticorcus sp. BMNH 846646,,Halticorcus,,Alticini,Galerucinae,Chrysomelidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Halticorcus sp. BMNH 846646,species,1931279,,,,,,,,,,,,,,,T Breeschoten,,R Nie,Phylogeny Chrysomelidae,MF979902,,MF979902
GBDL00674,,,,,,,Longitarsus rutilus,,Longitarsus,,Alticini,Galerucinae,Chrysomelidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Longitarsus rutilus,species,878069,,,,,,,,Spain,,,,,,,C Gomez Rodriguez,,C Gomez Rodriguez,Spanish Chrysomelidae,KX943491,,KX943491
GBDL00675,,,,,,,Coleoptera sp. ctg056 ACP-2013,,,,,,,,,,Coleoptera,Insecta,,TRUE,Coleoptera sp. ctg056 ACP-2013,species,2480640,,,Canopy Fogging,,,Danum Valley,Sabah,Malaysia,,,,,,,A Crampton Platt,,G Prakash,Soup to Tree,MH882499,,MH882499
GBDL00676,,,,,,,Batophila aerata,,Batophila,,Alticini,Galerucinae,Chrysomelidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Batophila aerata,species,877817,,,,,,,,Spain,,,,,,,C Gomez Rodriguez,,C Gomez Rodriguez,Spanish Chrysomelidae,KX943466,,KX943466
GBDL00677,,,,,,,Mantura chrysanthemi,,Mantura,,Alticini,Galerucinae,Chrysomelidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Mantura chrysanthemi,species,1425622,,,,,,,,Spain,,,,,,,C Gomez Rodriguez,,C Gomez Rodriguez,Spanish Chrysomelidae,KX943486,,KX943486
GBDL00678,,,,,,,Psylliodes gougeleti,,Psylliodes,,Alticini,Galerucinae,Chrysomelidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Psylliodes gougeleti,species,467380,,,,,,,,Spain,,,,,,,C Gomez Rodriguez,,C Gomez Rodriguez,Spanish Chrysomelidae,KX943356,,KX943356
GBDL00679,,,,,,,Longitarsus ibericus,,Longitarsus,,Alticini,Galerucinae,Chrysomelidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Longitarsus ibericus,species,1383033,,,,,,,,Spain,,,,,,,C Gomez Rodriguez,,C Gomez Rodriguez,Spanish Chrysomelidae,KX943455,,KX943455
GBDL00680,,,,,,,Sermylassa halensis,,Sermylassa,,Sermylini,Galerucinae,Chrysomelidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Sermylassa halensis,species,227849,unconsidered species duplicate,,,,,,,,,,,,,,T Breeschoten,,R Nie,Phylogeny Chrysomelidae,MF979916,,MF979916
GBDL00681,,,,,,,Rhagophthalmus lufengensis,,Rhagophthalmus,,,,Rhagophthalmidae,Elateroidea,Elateriformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Rhagophthalmus lufengensis,species,398797,unconsidered species duplicate,,,,,,,China,,,,,,,,,,,NC_010969,,NC_010969
GBDL00682,,,,,,,Hydroscapha granulum,,Hydroscapha,,,,Hydroscaphidae,,,Myxophaga,Coleoptera,Insecta,,TRUE,Hydroscapha granulum,species,426698,unconsidered species duplicate,,,,,,,,,,,,,,,,,,NC_012144,,NC_012144
GBDL00683,,,,,,,Cucujoidea sp. 38 KM-2017,,,,,,Biphyllidae,Cleroidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Cucujoidea sp. 38 KM-2017,species,2219376,,,Field trap,,,Barro Colorado Island,,Panama,,,,,,,K Miller,,B Linard and M Motyka and M Bocek,Panama Canopy,MG193423,,MG193423
GBDL00684,,,,,,,Cerambycidae sp. 2 KM-2017,,,,,,Cerambycidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Cerambycidae sp. 2 KM-2017,species,2219287,,,Field trap,,,Barro Colorado Island,,Panama,,,,,,,K Miller,,B Linard and M Motyka and M Bocek,Panama Canopy,MG193347,,MG193347
GBDL00685,BMNH,,1040835,,,,Ptilodactylidae sp. 2 ACP-2013,,,,,,Ptilodactylidae,Dryopoidea,Elateriformia,Polyphaga,Coleoptera,Insecta,FALSE,TRUE,Ptilodactylidae sp. 2 ACP-2013,species,1434563,unconsidered species duplicate,,Canopy Fogging,,,Danum Valley,Sabah,Malaysia,,,,,,,A Crampton Platt,,G Prakash,Soup to Tree,MH836605,,MH836605
GBDL00686,,,,,,,Lachnaia pubescens,,Lachnaia,,,Clytrinae,Chrysomelidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Lachnaia pubescens,species,1425578,,,,,,,,Spain,,,,,,,C Gomez Rodriguez,,C Gomez Rodriguez,Spanish Chrysomelidae,KX943436,,KX943436
GBDL00687,,,,,,,Cucujoidea sp. 42 KM-2017,,,,,,,Cucujoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Cucujoidea sp. 42 KM-2017,species,2219381,,,Field trap,,,Barro Colorado Island,,Panama,,,,,,,K Miller,,B Linard and M Motyka and M Bocek,Panama Canopy,MG193466,,MG193466
GBDL00688,,,,,,,Asymmetricata circumdata,,Asymmetricata,,,Luciolinae,Lampyridae,Elateroidea,Elateriformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Asymmetricata circumdata,species,1915122,unconsidered species duplicate,,,,,,,,,,,,,,,,,,NC_032062,,NC_032062
GBDL00689,,,,,,,Lachnaia gallaeca,,Lachnaia,,,Clytrinae,Chrysomelidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Lachnaia gallaeca,species,1425604,,,,,,,,Spain,,,,,,,C Gomez Rodriguez,,C Gomez Rodriguez,Spanish Chrysomelidae,KX943443,,KX943443
GBDL00690,,,,,,,Trigonopterus sp. 4 AH-2016,,Trigonopterus,,,Cryptorhynchinae,Curculionidae,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Trigonopterus sp. 4 AH-2016,species,1903838,,,,,,,,,,,,,,,A. Hunter and J Moriniere,,Tang Pu,German Barcoding,KX087362,,KX087362
GBDL00691,,,,,,,Anadimonia potanini,,Anadimonia,,Galerucini,Galerucinae,Chrysomelidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Anadimonia potanini,species,1391561,,,,,,,,,,,,,,,T Breeschoten,,R Nie,Phylogeny Chrysomelidae,MF979920,,MF979920
GBDL00692,,,,,,,Coleoptera sp. 1 KM-2017,,,,,,,,,,Coleoptera,Insecta,,TRUE,Coleoptera sp. 1 KM-2017,species,2219312,unconsidered species duplicate,,Field trap,,,Barro Colorado Island,,Panama,,,,,,,K Miller,,B Linard and M Motyka and M Bocek,Panama Canopy,MG193354,,MG193354
GBDL00693,,,,,,,Coleoptera sp. ctg061 ACP-2013,,,,,,,,,,Coleoptera,Insecta,,TRUE,Coleoptera sp. ctg061 ACP-2013,species,2480641,,,Canopy Fogging,,,Danum Valley,Sabah,Malaysia,,,,,,,A Crampton Platt,,G Prakash,Soup to Tree,MH882500,,MH882500
GBDL00694,BMNH,,1040457,,,,Elateridae sp. 2 ACP-2013,,,,,,Elateridae,Elateroidea,Elateriformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Elateridae sp. 2 ACP-2013,species,1434489,unconsidered species duplicate,,Canopy Fogging,,,Danum Valley,Sabah,Malaysia,,,,,,,A Crampton Platt,,G Prakash,Soup to Tree,MH908179,,MH908179
GBDL00695,,,,,,,Chaetocnema scheffleri,,Chaetocnema,,Alticini,Galerucinae,Chrysomelidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Chaetocnema scheffleri,species,1425543,,,,,,,,Spain,,,,,,,C Gomez Rodriguez,,C Gomez Rodriguez,Spanish Chrysomelidae,KX943431,,KX943431
GBDL00696,,,,,,,Elateridae sp. JWH-2018,,,,,,Elateridae,Elateroidea,Elateriformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Elateridae sp. JWH-2018,species,2488820,,,,,,,,,,,,,,,C Gillett,,G Prakash,Weevil Tree from Bulk,MH065615,,MH065615
GBDL00697,,,,,,,Clytra quadripunctata,,Clytra,,,Clytrinae,Chrysomelidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Clytra quadripunctata,species,1425548,,,,,,,,Spain,,,,,,,C Gomez Rodriguez,,C Gomez Rodriguez,Spanish Chrysomelidae,KX943461,,KX943461
GBDL00698,BMNH,,842676,,,,Pelecotoma fennica,,Pelecotoma,,,,Ripiphoridae,Tenebrionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Pelecotoma fennica,species,433262,unconsidered species duplicate,,NHM frozen tissue and molecular collection,,,,,Czech Republic,,,,,,,,,,,NC_036277,,NC_036277
GBDL00699,BMNH,,1040818,,,,Anthribidae sp. 6 ACP-2013,,,,,,Anthribidae,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Anthribidae sp. 6 ACP-2013,species,1434433,unconsidered species duplicate,,Canopy Fogging,,,Danum Valley,Sabah,Malaysia,,,,,,,A Crampton Platt,,G Prakash,Soup to Tree,MH751306,,MH751306
GBDL00700,BMNH,,1040767,,,,Ptilodactylidae sp. 2 ACP-2013,,,,,,Ptilodactylidae,Dryopoidea,Elateriformia,Polyphaga,Coleoptera,Insecta,FALSE,TRUE,Ptilodactylidae sp. 2 ACP-2013,species,1434563,unconsidered species duplicate,,Canopy Fogging,,,Danum Valley,Sabah,Malaysia,,,,,,,A Crampton Platt,,G Prakash,Soup to Tree,MH836606,,MH836606
GBDL00701,,,,,,,Agrilus planipennis,,Agrilus,,,Agrilinae,Buprestidae,Buprestoidea,Elateriformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Agrilus planipennis,species,224129,unconsidered species duplicate,,,,,,,,,,,,,,,,,,GCA_000699045.2|NC_030758,,NC_030758
GBDL00702,BMNH,,1040842,,,,Amarygmini sp. ACP-2013,,,,,Tenebrioninae,Tenebrionidae,Tenebrionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Amarygmini sp. ACP-2013,species,1434602,unconsidered species duplicate,,Canopy Fogging,,,Danum Valley,Sabah,Malaysia,,,,,,,A Crampton Platt,,G Prakash,Soup to Tree,MH789725,,MH789725
GBDL00703,,,CG284,,,,Miarus sp. CG284,,Miarus,,Gymnetrini,Curculioninae,Curculionidae,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Miarus sp. CG284,species,2480539,,,,,,,,South Africa,,,,,,,C Gillett,,G Prakash,Weevil Tree from Bulk,MH404105,,MH404105
GBDL00704,,,,,,,Siemssenius fulvipennis,,Siemssenius,,Luperini,Galerucinae,Chrysomelidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Siemssenius fulvipennis,species,1391623,,,,,,,,,,,,,,,T Breeschoten,,R Nie,Phylogeny Chrysomelidae,MF960089,,MF960089
GBDL00705,BMNH,,1040643,,,,Amarygmini sp. ACP-2013,,,,,Tenebrioninae,Tenebrionidae,Tenebrionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Amarygmini sp. ACP-2013,species,1434602,unconsidered species duplicate,,Canopy Fogging,,,Danum Valley,Sabah,Malaysia,,,,,,,A Crampton Platt,,G Prakash,Soup to Tree,MH836607,,MH836607
GBDL00706,,,,,,,Cyrtanaspis phalerata,,Cyrtanaspis,,,,Scraptiidae,Tenebrionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Cyrtanaspis phalerata,species,1587452,,,,,,,,,,,,,,,A. Hunter and J Moriniere,,Tang Pu,German Barcoding,KX087279,,KX087279
GBDL00707,,,,,,,Crepidodera sp. BMNH 846613,,Crepidodera,,Alticini,Galerucinae,Chrysomelidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Crepidodera sp. BMNH 846613,species,1930324,,,,,,,,,,,,,,,T Breeschoten,,R Nie,Phylogeny Chrysomelidae,MF960115,,MF960115
GBDL00708,,,,,,,Hespera cyanea,,Hespera,,Alticini,Galerucinae,Chrysomelidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Hespera cyanea,species,1391578,,,,,,,,,,,,,,,T Breeschoten,,R Nie,Phylogeny Chrysomelidae,MF960119,,MF960119
GBDL00709,,,,,,,Cortodera humeralis,,Cortodera,,Lepturini,Lepturinae,Cerambycidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Cortodera humeralis,species,1586472,,,,,,,,,,,,,,,A. Hunter and J Moriniere,,Tang Pu,German Barcoding,KX087264,,KX087264
GBDL00710,BMNH,,1040847,,,,Elateridae sp. 3 ACP-2013,,,,,,Elateridae,Elateroidea,Elateriformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Elateridae sp. 3 ACP-2013,species,1434490,,,Canopy Fogging,,,Danum Valley,Sabah,Malaysia,,,,,,,A Crampton Platt,,G Prakash,Soup to Tree,MH836608,,MH836608
GBDL00711,BMNH,,1040705,,,,Galerucinae sp. 3 ACP-2013,,,,,Galerucinae,Chrysomelidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Galerucinae sp. 3 ACP-2013,species,1434516,,,Canopy Fogging,,,Danum Valley,Sabah,Malaysia,,,,,,,A Crampton Platt,,G Prakash,Soup to Tree,MH908167,,MH908167
GBDL00712,,,,,,,Tribolium audax,,Tribolium,,,,Tenebrionidae,Tenebrionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Tribolium audax,species,188755,unconsidered species duplicate,,,,,,,,,,,,,,,,,,NC_024600,,NC_024600
GBDL00713,BMNH,,847804,,,,Onthophagus cf. taurinus,,Onthophagus,,,Scarabaeinae,Scarabaeidae,Scarabaeoidea,Scarabaeiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Onthophagus cf. taurinus,species,1848587,,,NHM frozen tissue and molecular collection,,,,,Cambodia,,,,,,,T Breeschoten,,T Breeschoten,Onthophagus,KU739462,,KU739462
GBDL00714,,,,,,,Rhynchophorus ferrugineus,,Rhynchophorus,,,Dryophthorinae,Dryophthoridae,Curculionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,FALSE,TRUE,Rhynchophorus ferrugineus,species,354439,unconsidered species duplicate,,,,,,,,,,,,,,,,,,NC_028535,,NC_028535
GBDL00715,BMNH,,1274741,,,P2FIT2Hist7,Histeridae sp. BMNH 1274741,,,,,,Histeridae,Histeroidea,Staphyliniformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Histeridae sp. BMNH 1274741,species,1796509,,,FIT,,,Noragues,,French Guiana,,,,,,,J Lipecki,,J Le Lim,French Guiana Canopy,KT696265,,KT696265
GBDL00716,,,,,,,Hycleus marcipoli,,Hycleus,,,Meloinae,Meloidae,Tenebrionoidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Hycleus marcipoli,species,1914940,unconsidered species duplicate,,,,,,,,,,,,,,,,,,NC_036044,,NC_036044
GBDL00717,,,,,,,Dorysthenes paradoxus,,Dorysthenes,,Prionini,Prioninae,Cerambycidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Dorysthenes paradoxus,species,690276,unconsidered species duplicate,,,,,,,,,,,,,,,,,,NC_037927,,NC_037927
GBDL00718,,,,,,,Contacyphon sp. BT0012,,Contacyphon,,,,Scirtidae,Scirtoidea,,Polyphaga,Coleoptera,Insecta,FALSE,TRUE,Contacyphon sp. BT0012,species,546486,unconsidered species duplicate,,,,,,,,,,,,,,,,,,NC_011320,,NC_011320
GBDL00719,,,,,,,Longitarsus curtus,,Longitarsus,,Alticini,Galerucinae,Chrysomelidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Longitarsus curtus,species,1425521,,,,,,,,Spain,,,,,,,C Gomez Rodriguez,,C Gomez Rodriguez,Spanish Chrysomelidae,KX943501,,KX943501
GBDL00721,,,,,,,Agasicles hygrophila,,Agasicles,,Alticini,Galerucinae,Chrysomelidae,Chrysomeloidea,Cucujiformia,Polyphaga,Coleoptera,Insecta,TRUE,TRUE,Agasicles hygrophila,species,715812,unconsidered species duplicate,,,,,,,,,,,,,,,,,,NC_028332,,NC_028332
